Date,State,TotalSamples,Negative,Positive
23-01-2021,Arunachal Pradesh,389553,,
23-01-2021,Assam,6363340,,
23-01-2021,Bihar,20408181,,
23-01-2021,Chandigarh,207047,185419,
23-01-2021,Chhattisgarh,4076430,,
23-01-2021,Delhi,10289461,,
23-01-2021,Goa,438454,,
23-01-2021,Gujarat,10557027,,
23-01-2021,Haryana,5061345,4789977,
23-01-2021,Himachal Pradesh,904865,847640,
23-01-2021,Jammu and Kashmir,4384771,4260825,
23-01-2021,Jharkhand,5126992,5008760,118232
23-01-2021,Karnataka,16485599,,
23-01-2021,Kerala,9210023,,884244
23-01-2021,Madhya Pradesh,5210434,4827536,
23-01-2021,Maharashtra,14145829,,
23-01-2021,Manipur,504829,,
23-01-2021,Meghalaya,325872,312145,
23-01-2021,Mizoram,200128,,
23-01-2021,Nagaland,123935,,
23-01-2021,Odisha,7525703,,
23-01-2021,Puducherry,557189,513820,
23-01-2021,Punjab,4348641,,
23-01-2021,Rajasthan,5726754,,
23-01-2021,Sikkim,73368,,
23-01-2021,Tamil Nadu,15577766,,
23-01-2021,Telangana,7632980,,
23-01-2021,Tripura,603530,570189,33341
23-01-2021,Uttar Pradesh,26975577,,
23-01-2021,Uttarakhand,2057076,1961490,
23-01-2021,West Bengal,7808082,,
22-01-2021,Andaman and Nicobar Islands,210762,,4992
22-01-2021,Andhra Pradesh,12787961,11901267,
22-01-2021,Arunachal Pradesh,389149,359982,
22-01-2021,Assam,6348913,,
22-01-2021,Bihar,20324919,,
22-01-2021,Chandigarh,205814,184208,
22-01-2021,Chhattisgarh,4056025,,
22-01-2021,Delhi,10212593,,
22-01-2021,Goa,436519,,
22-01-2021,Gujarat,10557027,,
22-01-2021,Haryana,5042392,4771140,
22-01-2021,Himachal Pradesh,901112,843940,
22-01-2021,Jammu and Kashmir,4361420,4237568,
22-01-2021,Jharkhand,5113068,4994914,118154
22-01-2021,Karnataka,16399189,,
22-01-2021,Kerala,9148957,,877284
22-01-2021,Madhya Pradesh,5185843,4803236,
22-01-2021,Maharashtra,14080930,,
22-01-2021,Manipur,503678,,
22-01-2021,Meghalaya,324588,310865,
22-01-2021,Mizoram,198999,,
22-01-2021,Nagaland,123806,,
22-01-2021,Odisha,7501691,,
22-01-2021,Puducherry,553893,510503,43064
22-01-2021,Punjab,4328277,,
22-01-2021,Rajasthan,5705383,,
22-01-2021,Sikkim,73227,,
22-01-2021,Tamil Nadu,15514693,,
22-01-2021,Telangana,7602975,,
22-01-2021,Tripura,602883,569544,33339
22-01-2021,Uttar Pradesh,26853170,,
22-01-2021,Uttarakhand,2043087,1947623,
22-01-2021,West Bengal,7779840,,
21-01-2021,Andaman and Nicobar Islands,209437,,4991
21-01-2021,Andhra Pradesh,12739648,11853091,
21-01-2021,Arunachal Pradesh,388696,359530,
21-01-2021,Assam,6331271,,
21-01-2021,Bihar,20237577,,
21-01-2021,Chandigarh,204305,182724,
21-01-2021,Chhattisgarh,4031552,,
21-01-2021,Delhi,10140743,,
21-01-2021,Goa,434825,,
21-01-2021,Gujarat,10518933,,
21-01-2021,Haryana,5021965,4751239,
21-01-2021,Himachal Pradesh,897538,840391,
21-01-2021,Jammu and Kashmir,4339419,4215655,
21-01-2021,Jharkhand,5097274,4979195,118079
21-01-2021,Karnataka,16306608,,
21-01-2021,Kerala,9090900,,870531
21-01-2021,Lakshadweep,524,,
21-01-2021,Madhya Pradesh,5159595,4777335,
21-01-2021,Maharashtra,14019188,,
21-01-2021,Manipur,502426,,
21-01-2021,Meghalaya,323284,309563,
21-01-2021,Mizoram,197674,,
21-01-2021,Nagaland,123635,,
21-01-2021,Odisha,7477757,,
21-01-2021,Puducherry,550551,507218,43042
21-01-2021,Punjab,4307614,,
21-01-2021,Rajasthan,5683441,,
21-01-2021,Sikkim,73062,,
21-01-2021,Tamil Nadu,15452541,,
21-01-2021,Telangana,7574184,,
21-01-2021,Tripura,602298,568963,33335
21-01-2021,Uttar Pradesh,26715060,,
21-01-2021,Uttarakhand,2030241,1934887,
21-01-2021,West Bengal,7751669,,
20-01-2021,Andaman and Nicobar Islands,208179,,4991
20-01-2021,Andhra Pradesh,12690165,11803747,
20-01-2021,Arunachal Pradesh,388375,359210,
20-01-2021,Assam,6314289,,
20-01-2021,Bihar,20151380,,
20-01-2021,Chandigarh,203275,181710,
20-01-2021,Chhattisgarh,4006513,,
20-01-2021,Delhi,10059193,,
20-01-2021,Goa,433077,,
20-01-2021,Gujarat,10483207,,
20-01-2021,Haryana,5008791,4737462,
20-01-2021,Himachal Pradesh,893797,836672,
20-01-2021,Jammu and Kashmir,4319042,4195395,
20-01-2021,Jharkhand,5084923,4966911,
20-01-2021,Karnataka,16217753,,
20-01-2021,Kerala,9029621,,864197
20-01-2021,Madhya Pradesh,5134816,4752857,
20-01-2021,Maharashtra,13957469,,
20-01-2021,Manipur,501237,,
20-01-2021,Meghalaya,321819,308102,
20-01-2021,Mizoram,195534,,
20-01-2021,Nagaland,123470,,
20-01-2021,Odisha,7452020,,
20-01-2021,Puducherry,546187,502913,43007
20-01-2021,Punjab,4292764,,
20-01-2021,Rajasthan,5670615,,
20-01-2021,Sikkim,72821,,
20-01-2021,Tamil Nadu,15391518,,
20-01-2021,Telangana,7542537,,
20-01-2021,Tripura,601506,568173,
20-01-2021,Uttar Pradesh,26576008,,
20-01-2021,Uttarakhand,2019442,1924250,
20-01-2021,West Bengal,7723376,,
19-01-2021,Andaman and Nicobar Islands,206732,,4989
19-01-2021,Andhra Pradesh,12643313,11757068,
19-01-2021,Arunachal Pradesh,388013,358848,
19-01-2021,Assam,6298494,,
19-01-2021,Bihar,20063688,,
19-01-2021,Chandigarh,202434,180897,
19-01-2021,Chhattisgarh,3983112,,
19-01-2021,Delhi,9996032,,
19-01-2021,Goa,431275,,
19-01-2021,Gujarat,10447816,,
19-01-2021,Haryana,4987245,4715987,
19-01-2021,Himachal Pradesh,889805,832720,
19-01-2021,Jammu and Kashmir,4297224,4173686,
19-01-2021,Jharkhand,5072399,4954512,117887
19-01-2021,Karnataka,16133663,,
19-01-2021,Kerala,8968089,,857382
19-01-2021,Madhya Pradesh,5112431,4730752,
19-01-2021,Maharashtra,13895277,,
19-01-2021,Manipur,499989,,
19-01-2021,Mizoram,194415,,
19-01-2021,Nagaland,123350,,
19-01-2021,Odisha,7426091,,
19-01-2021,Puducherry,542508,499330,42976
19-01-2021,Punjab,4271814,,
19-01-2021,Rajasthan,5647780,,
19-01-2021,Sikkim,72544,,
19-01-2021,Tamil Nadu,15331269,,
19-01-2021,Telangana,7515066,,
19-01-2021,Tripura,600698,567366,33332
19-01-2021,Uttar Pradesh,26446710,,
19-01-2021,Uttarakhand,2005841,1910802,
19-01-2021,West Bengal,7696272,,
18-01-2021,Andaman and Nicobar Islands,205411,,4988
18-01-2021,Andhra Pradesh,12604214,,
18-01-2021,Arunachal Pradesh,387691,358529,
18-01-2021,Assam,6280908,,
18-01-2021,Bihar,19975038,,
18-01-2021,Chandigarh,201373,179867,
18-01-2021,Chhattisgarh,3961253,,
18-01-2021,Delhi,9923591,,
18-01-2021,Goa,429020,,
18-01-2021,Gujarat,10413621,,
18-01-2021,Haryana,4964553,4693781,
18-01-2021,Himachal Pradesh,886122,829125,
18-01-2021,Jammu and Kashmir,4274813,4151388,
18-01-2021,Jharkhand,5057812,4940026,117786
18-01-2021,Karnataka,16052738,,
18-01-2021,Kerala,8901830,,851196
18-01-2021,Madhya Pradesh,5089741,4708366,
18-01-2021,Maharashtra,13845897,,
18-01-2021,Manipur,498979,,
18-01-2021,Meghalaya,318901,305194,
18-01-2021,Mizoram,193034,,
18-01-2021,Nagaland,123166,,
18-01-2021,Odisha,7402538,,
18-01-2021,Puducherry,538745,495682,42939
18-01-2021,Punjab,4249101,,
18-01-2021,Rajasthan,5622315,,
18-01-2021,Sikkim,72297,,
18-01-2021,Tamil Nadu,15279808,,
18-01-2021,Telangana,7483580,,
18-01-2021,Tripura,599890,566561,33329
18-01-2021,Uttar Pradesh,26325197,,
18-01-2021,Uttarakhand,1995328,1900405,
18-01-2021,West Bengal,7666238,,
17-01-2021,Andaman and Nicobar Islands,203741,,4983
17-01-2021,Andhra Pradesh,12576272,,
17-01-2021,Arunachal Pradesh,387291,358130,
17-01-2021,Assam,6262239,,
17-01-2021,Bihar,19901779,,
17-01-2021,Chandigarh,200245,178766,
17-01-2021,Chhattisgarh,3936682,,
17-01-2021,Delhi,9873068,,
17-01-2021,Goa,427935,,
17-01-2021,Gujarat,10379151,,
17-01-2021,Haryana,4951524,4680507,
17-01-2021,Himachal Pradesh,883146,826167,
17-01-2021,Jammu and Kashmir,4256135,4132792,
17-01-2021,Jharkhand,5046290,4928604,117686
17-01-2021,Karnataka,15983473,,
17-01-2021,Kerala,8868737,,847850
17-01-2021,Madhya Pradesh,5069292,4688221,
17-01-2021,Maharashtra,13806387,,
17-01-2021,Manipur,498157,,
17-01-2021,Mizoram,192766,,
17-01-2021,Nagaland,123029,,
17-01-2021,Odisha,7376896,,
17-01-2021,Puducherry,537161,493994,42916
17-01-2021,Punjab,4238428,,
17-01-2021,Rajasthan,5613209,,
17-01-2021,Sikkim,72278,,
17-01-2021,Tamil Nadu,15229307,,
17-01-2021,Telangana,7461687,,
17-01-2021,Uttar Pradesh,26214905,,
17-01-2021,Uttarakhand,1983478,1888675,
17-01-2021,West Bengal,7647363,,
16-01-2021,Andaman and Nicobar Islands,202521,,4982
16-01-2021,Andhra Pradesh,12540181,,
16-01-2021,Arunachal Pradesh,387121,357963,
16-01-2021,Assam,6255061,,
16-01-2021,Bihar,19818150,,
16-01-2021,Chandigarh,199538,178093,
16-01-2021,Chhattisgarh,3922535,,
16-01-2021,Delhi,9805605,,
16-01-2021,Goa,426703,,
16-01-2021,Gujarat,10344324,,
16-01-2021,Haryana,4931662,4660539,
16-01-2021,Himachal Pradesh,881083,824025,
16-01-2021,Jammu and Kashmir,4234239,4111022,
16-01-2021,Jharkhand,5035900,4918301,117599
16-01-2021,Karnataka,15884994,,
16-01-2021,Kerala,8816427,,842845
16-01-2021,Madhya Pradesh,5045476,4664760,
16-01-2021,Maharashtra,13743486,,
16-01-2021,Manipur,496918,,
16-01-2021,Meghalaya,316632,302939,
16-01-2021,Mizoram,191982,,
16-01-2021,Nagaland,122899,,
16-01-2021,Odisha,7346098,,
16-01-2021,Puducherry,534617,491694,42881
16-01-2021,Punjab,4218130,,
16-01-2021,Rajasthan,5591844,,
16-01-2021,Sikkim,72038,,
16-01-2021,Tamil Nadu,15177094,,
16-01-2021,Telangana,7428389,,
16-01-2021,Tripura,598570,565244,33326
16-01-2021,Uttar Pradesh,26086641,,
16-01-2021,Uttarakhand,1974851,1880160,
16-01-2021,West Bengal,7621132,,
